provincia,organizacion,nro_identificacion
BUENOS AIRES,CLUB ATLETICO NAVARRO,10281
BUENOS AIRES,CLUB SOCIAL Y DEPORTIVO ESPERANZA QUILMEÑA,10109
BUENOS AIRES,ASOCIACION CIVIL JESUS DE NAZARETH,10308
BUENOS AIRES,CLUB ATLETICO LA CAMPANA,10290
BUENOS AIRES,SOCIEDAD DE FOMENTO JUAN MANUEL DE ROSAS,10346
BUENOS AIRES,MUNICIPALIDAD DE GENERAL JUAN MADARIAGA,8775
BUENOS AIRES,ASOCIACION CIVIL MI SUEÑO                                                                                            ,10106
BUENOS AIRES,COOPERATIVA DE TRABAJO SOL DE IBARRETA LIMITADA,10362
BUENOS AIRES,SOCIEDAD DE FOMENTO BARRIO 25 DE MAYO ,10125
BUENOS AIRES,"ASOCIACION CIVIL SOCIAL, CULTURAL Y DEPORTIVA BARRIO LATINOAMERICA",10360
BUENOS AIRES,CENTRO DE PARTICIPACION FAMILIAR Y CULTURAL 1º DE MAYO,10365
BUENOS AIRES,MEJOR ES DAR,10158
BUENOS AIRES,CAIPAL - COOPERATIVA DE TRABAJO TAMBERA RECUPERADA,10238
BUENOS AIRES,CENTRO DE ATENCION INTEGRAL AL DISCAPACITADO DE TORNQUIST ,10240
BUENOS AIRES,TALLER AFECTOS ESPECIALES,10283
BUENOS AIRES,COOPERATIVA DE TRABAJO LU.TRA LIMITADA.,10104
BUENOS AIRES,GUARDERIA Y JARDIN COMUNITARIO HEIDI,10363
BUENOS AIRES,CLUB SOCIAL Y DEPORTIVO SARMIENTO DE LOMAS DE ZAMORA,10358
BUENOS AIRES,ASOCIACION CIVIL JUAN MANUEL DE ROSAS,10366
BUENOS AIRES,COOPERATIVA DE TRABAJO CITRUS ARGENTINOS LIMITADA,10369
BUENOS AIRES,MUNICIPALIDAD DE GUAMINI,10342
BUENOS AIRES,CLUB ATLETICO AGRARIO,10355
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS DE ORENSE,10392
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS DE ZARATE,10279
BUENOS AIRES,ASOCIACION AMIGONIANA DE ARGENTINA,10357
BUENOS AIRES,COOPERATIVA DE TRABAJO LAS FLORES DE NESTOR LIMITADA,10395
BUENOS AIRES,ASOCIACION CIVIL EL GRILLITO CANTOR,10367
BUENOS AIRES,COOPERATIVA DE TRABAJO LAVALAN LIMITADA,10364
BUENOS AIRES,UNIVERSIDAD NACIONAL DE AVELLANEDA,10361
BUENOS AIRES,ASOCIACION DE COMERCIANTES E INDUSTRIA DE CASTELAR SUR,10345
BUENOS AIRES,CLUB ATLETICO LONGCHAMPS,10390
BUENOS AIRES,COMEDOR LA AMISTAD                                                                                          ,10124
BUENOS AIRES,GOBERNADOR CASTRO FUTBOL CLUB ,10410
BUENOS AIRES,INSTITUTO BONAERENSE DE ANALISIS DE PROYECTOS ,10289
BUENOS AIRES,ASOCIACION CIVIL DE MILITANTES SOCIALES,10431
BUENOS AIRES,COMUNIDAD RAICES TOBAS,10433
BUENOS AIRES,COOPERATIVA DE TRABAJO 29 DE MAYO LIMITADA,10282
BUENOS AIRES,COOPERATIVA DE TRABAJO UNION SOLIDARIA DE TRABAJADORES LIMITADA,10370
BUENOS AIRES,MUNICIPALIDAD DE PUAN ,10413
BUENOS AIRES,GENAZARED LIMITADA,10356
BUENOS AIRES,FUNDACION PADRE LUIS FARINELLO,4301
BUENOS AIRES,UNIVERSIDAD NACIONAL DE 3 DE FEBRERO,10438
BUENOS AIRES,ASOCIACION COOPERADORA DE CENTROS CULTURALES,10389
BUENOS AIRES,COOPERATIVA DE TRABAJO SABINO NAVARRO,10107
BUENOS AIRES,CLUB CHASCOMUS ,10415
BUENOS AIRES,COOPERADORA DEL HOSPITAL GENERAL SAN MARTIN DE LA PLATA,10414
BUENOS AIRES,UNIVERSIDAD NACIONAL DE LA MATANZA,10428
BUENOS AIRES,COOPERATIVA DE TRABAJO UNEMA LTDA,10452
BUENOS AIRES,COOPERATIVA DE TRABAJO 18 DE NOVIEMBRE LIMITADA,10436
BUENOS AIRES,ASOCIACION BOMBEROS VOLUNTARIOS DE LOMAS DE ZAMORA,10340
BUENOS AIRES,SOCIEDAD DE BOMBEROS VOLUNTARIO DE DOCK SUD,10457
BUENOS AIRES,PARROQUIA SAN ANDRES APOSTOL,10412
BUENOS AIRES,ASOCIACION MARPLATENSE PRO HOGARES MARIA AMALIA BUSTINZA,10416
BUENOS AIRES,ASOCIACION JUBILADOS Y PENSIONADOS DE LIMA,10344
BUENOS AIRES,SIMPLE ASOCIACION NUESTRA SEÑORA DEL VALLE,10343
BUENOS AIRES,ASOCIACION CIVIL SER SI MISMO,10463
BUENOS AIRES,ASOCIACION CIVIL ANGEL AZUL,10461
BUENOS AIRES,COOPERATIVA DE TRABAJO MEJOR INFANCIA LIMITADA,10052
BUENOS AIRES,INSTITUTO MUNICIPAL DE DESARROLLO ECONOMICO SOCIAL,10467
BUENOS AIRES,SOCIEDAD DE FOMENTO VILLA BERNASCONI,10468
BUENOS AIRES,FUNDACION UOCRA PARA LA EDUCACION DE LOS TRABAJADORES CONSTRUCTORES,10455
BUENOS AIRES,ASOCIACION REGIONAL DE PATIN DEL GRAN BUENOS AIRES,10341
BUENOS AIRES,FUNDACION PARA LA CIRUGIA PLASTICA Y REPARADORA,10459
BUENOS AIRES,CLUB ATLETICO LANUS,10456
BUENOS AIRES,ASOCIACION CIVIL LA RANITA FELIZ,10045
BUENOS AIRES,ASOCIACION CIVIL SOY PIUQUEN,10471
BUENOS AIRES,ASOCIACION CIVIL GRUPO ACADEMICO DEL SUR,10469
BUENOS AIRES,FUNDACION PADRE AGUSTIN ELIZALDE,10474
BUENOS AIRES,REAL BUENOS AIRES FOTBAL CLUB,10465
BUENOS AIRES,CENTRO COMUNITARIO HOGAR BELEN,10472
BUENOS AIRES,INSTITUTO MARIA AUXILIADORA - ASOCIACION CENTRO DE DIA LAURA VICUÑA - FILIAL                                                                  ,287
BUENOS AIRES,ASOCIACION CIVIL BARRIOS DE BELLA VISTA,4327
BUENOS AIRES,UNIDAD E INTEGRACION SOCIAL LA PLATA,10510
BUENOS AIRES,ASOCIACION CIVIL SE LLAMA SOL NACIENTE,10473
BUENOS AIRES,ASOCIACION CIVIL TALLER PROTEGIDO LOBERIA,10533
BUENOS AIRES,ASOCIACION CIVIL RENACER DE LAS BASES,10529
BUENOS AIRES,FUNDACION DR HORACIO CORRADA,10531
BUENOS AIRES,ASOCIACION CIVIL UNIDOS POR UNA VIDA MEJOR,10553
BUENOS AIRES,HOGAR LA CASA DE TERESA,10546
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN DE INFANTES  N° 948,10538
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS DE PIGÜE,10551
BUENOS AIRES,ASOCIACION INTEGRAL ESPERANZA PARA EL DISCAPACITADO MOTOR SEVERO ,10547
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS DE ACEVEDO,10543
BUENOS AIRES,ASOCIACION COOPERADORA EP N° 44,10338
BUENOS AIRES,UNION DE INDUSTRIALES PARA SANEAMIENTO CUENCAS MATANZA RIACHUELO Y RECONQUISTA ASOCIACION CIVIL,10475
BUENOS AIRES,FUNDACION UNIVERSIDAD NACIONAL DEL SUR,10552
BUENOS AIRES,PENSAR EL DESARROLLO DE LOS BARRIOS DE JUNIN,10548
BUENOS AIRES,COOPERATIVA DE TRABAJO LONAS DEL MAR LIMITADA,10530
BUENOS AIRES,CLUB ATLETICO ESTUDIANTIL PORTEÑO,10540
BUENOS AIRES,ASOCIACION MUTUAL COMUNITARIA DEL INTERIOR Y PERSONAL DE LA AFIP REGION JUNIN,10556
BUENOS AIRES,ASOCIACION CIVIL EQUIDAD DESARROLLO E INTEGRACION,10532
BUENOS AIRES,AMAR Y CRECER CON ESPERANZA,10512
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS DE GOYENA,10549
BUENOS AIRES,FUNDACION CAMINO DE VIDA,10511
BUENOS AIRES,CARITAS DIOCESANA - MAR DEL PLATA,10554
BUENOS AIRES,ASOCIACION CIVIL HABITAT Y VIDA,10559
BUENOS AIRES,COOPERATIVA DE TRABAJO EL GARAGE LIMITADA,10557
BUENOS AIRES,CENTRO COMUNITARIO EL NIÑO Y LA MUJER,10614
BUENOS AIRES,COOPERADORA ESCUELA AGRARIA DOCTOR BERNARDO DE IRIGOYEN,10568
BUENOS AIRES,COOPERATIVA DE TRABAJO TEXTIL CONTEX LTDA,10602
BUENOS AIRES,COOPERATIVA UNIDAD NACIONAL DE VIVIENDA Y CONSUMO COUNVICO LIMITADA,10599
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA EPB N° 58,10606
BUENOS AIRES,ASOCIACION CIVIL LA USINA CULTURA DE CHASCOMUS,10605
BUENOS AIRES,CLUB ATLETICO INDEPENDIENTE DE RIVERA,10550
BUENOS AIRES,FUNDACION CAPACITARE,10522
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE SAN ANTONIO DE ARECO,10604
BUENOS AIRES,MUNICIPALIDAD DE GENERAL RODRIGUEZ,10555
BUENOS AIRES,SERVICIOS COOPERATIVOS COOPERATIVA DE COOPERATIVAS LIMITADA,10603
BUENOS AIRES,ASOCIACION AMIGOS ORQUESTA ESCUELA CHASCOMUS,10607
BUENOS AIRES,SOCIEDAD DE SAN VICENTE DE PAUL DE LA REPUBLICA ARGENTINA - HOGAR DE ANCIANAS SAN VICENTE DE PAUL - FILIAL,10612
BUENOS AIRES,ASOCIACION CIVIL Y BONAERENSE COMPROMISO CON LA GENTE,10676
BUENOS AIRES,COOPERATIVA DE TRABAJO PACHAKUTY LIMITADA,10679
BUENOS AIRES,CENTRO DE PROMOCION COMUNITARIA Y BIBLIOTECA POPULAR SEMILLAS DEL CORAZON,10665
BUENOS AIRES,CLUB ATLETICO TALLERES,10690
BUENOS AIRES,ASOCIACION FORMAMOS PARTE,10691
BUENOS AIRES,"COOPERATIVA DE TRABAJO CAPACITACION, GESTION Y TRABAJO LIMITADA",10693
BUENOS AIRES,CENTRO ESPERANZA COMPARTIDA ,10672
BUENOS AIRES,COOPERATIVA DE TRABAJO TEXTIL PUNTADITAS DE BRANDSEN,10692
BUENOS AIRES,ASOCIACION CIVIL CONECTARTE,10674
BUENOS AIRES,ASSOCIAZIONE LAZIALE CULTURALE MAR Y SIERRAS,10624
BUENOS AIRES,FUNDACION CONURBANO                                                                                                           ,10618
BUENOS AIRES,ASOCIACION CIVIL GENTE DE LAS ORILLAS,10668
BUENOS AIRES,INSTITUTO REGIONAL DE ESTUDIO Y GESTION,10617
BUENOS AIRES       ,LA ESPERANZA DE LA FLORIDA CENTRO DE JUBILADOS,9214
CABA,"ACCION BARRIAL EDUCATIVA (ABE) ""ASOCIACION CIVIL""",INACTIVO *
CABA,ASAMBLEA DE PEQUEÑOS Y MEDIANOS EMPRESARIOS ASOCIACION CIVIL,INACTIVO *
CABA,ASOCIACION CIVIL CENTRO PARA LA INVESTIGACION Y ASESORAMINETO EN SALUD (C.I.A.S),INACTIVO *
CABA,CENTRO COMUNITARIO COPITOS - ASOCIACION CIVIL                                                       ,INACTIVO *
CABA,FUNDACION CRISTIANA EVANGELICA DE LA PUERTA ABIERTA                                                 ,INACTIVO *
CABA,FUNDACION DE VIVIENDA Y TRABAJO PARA EL LISIADO (V.I.T.R.A),INACTIVO *
CABA,FUNDACION I.P.N.A. - INSTITUTO PSICOPEDAGOGICO DE NIVELACION ARANGUREN                              ,INACTIVO *
CABA,FUNDACION MARGARITA BARRIENTOS,INACTIVO *
CABA,FUNDACION OBRAS DE SAN JOSE FUNDACION LOYOLA,INACTIVO *
CABA,FUNDACION PREOCUPACIONAL DEL DISCAPACITADO (FU-PRE-DIS),INACTIVO *
CABA,FUNDACION SOCIAL PARA EL BIENESTAR DE LA GENTE                                                      ,INACTIVO *
CABA,IDEAS. INVESTIGACION Y DESARROLLO PARA LA ACCION SOCIAL,INACTIVO *
CABA,LA NUEVA FE                                                                                         ,INACTIVO *
CABA,LOS NIÑOS PRIMERO COMEDOR INFANTIL ASOCIACION CIVIL                                                     ,INACTIVO *
CABA,PROYECTARG ASOCIACION CIVIL,INACTIVO *
CABA,PROYECTO ADOLESCENTES DEL BAJO FLORES. ASOCIACION CIVIL,INACTIVO *
CABA,SIMPLE ASOCIACION SAN BENITO,INACTIVO *
CABA,SECRETARIADO DE ENLACE DE COMUNIDADES AUTOGETIONARIAS,INACTIVO *
CABA,CAMINOS ABIERTOS ASOCIACION CIVIL,INACTIVO *
CABA,ASOCIACION METROPOLITANA DE SQUASH,INACTIVO *
CABA,EL CRISOL ASOCIACION CIVIL SIN FINES DE LUCRO,INACTIVO *
CABA,FUNDACION ARGENTINA DE TRANSPLANTE HEPATICO,INACTIVO *
CABA,FUNDACION DE LA BASE  ANTARTICA MARAMBIO,INACTIVO *
CABA,DISEÑO COMUNITARIO ASOCIACION CIVIL,INACTIVO *
CABA,FUNDACION DR. OSCAR ALLENDE FUNDAL,INACTIVO *
CABA,FUNDACION PAR,INACTIVO *
CABA,INSTITUTO DE RELACIONES ECUMENICAS ASOCIACION CIVIL,INACTIVO *
CABA,ASOCIACION CAREF,INACTIVO *
CABA,FUNDACION SPINE,INACTIVO *
CABA,FEDERACION ARGENTINA DE FAUSTBALL,INACTIVO *
CABA,ASOCIACION CIVIL LOLA MORA,INACTIVO *
CABA,ASOCIACION COOPERADORA DEL HOSPITAL MARIA FERRER,INACTIVO *
CABA,ASOCIACION CIVIL CULTURAL Y BIBLIOTECA POPULAR TESIS 11,INACTIVO *
CABA,ASOCIACION CIVIL JUVENTUD CON UNA MISION,INACTIVO *
CABA,COOPERATIVA DE TRABAJO EL PUENTE LIMITADA,INACTIVO *
CABA,FEDERACION ARGENTINA DE TIRO CON ARCO FATARCO,INACTIVO *
CABA,COMISION DE FAMILIARES DE DESAPARECIDOS Y DETENIDOS POR RAZONES POLITICAS,INACTIVO *
CABA,"ASOCIACION CIVIL TRABAJO, EDUCACION Y CULTURA",INACTIVO *
CABA,LIGA ARGENTINA DE LUCHA CONTRA EL CANCER,INACTIVO *
CABA,HABITAT PARA LA HUMANIDAD ARGENTINA ASOCIACION CIVIL,INACTIVO *
CABA,FUNDACION APERTURA TRANSFORMACION PARA LA NUEVA ARGENTINA,INACTIVO *
CABA,"ASOCIACION CIVIL ANIDAR, EQUIPO INTERDISCIPLINARIO PARA LA ADOPCION",INACTIVO *
CABA,AGENCIA ADVENTISTA DE DESARROLLO Y RECURSOS ASISTENCIALES ADRA,INACTIVO *
CABA,FEDERACION ECUESTRE ARGENTINA,INACTIVO *
CABA,CULTURA ABASTO ASOCIACION CIVIL,INACTIVO *
CABA,COOPERATIVA DE TRABAJO LA NACIONAL LIMITADA,INACTIVO *
CABA,ASOCIACION CIVIL AVANZAR POR EL DESARROLLO HUMANO,2159
CABA,ASOCIACION CIVIL DAVID,1383
CABA,ASOCIACION CIVIL DE TODOS PARA TODOS,1389
CABA,ASOCIACION CIVIL SOLIDARIAS AMAS DE CASA DE LA REPUBLICA ARGENTINA AREA METROPOLITANA,1986
CABA,ASOCIACION CIVIL TOJUNTO,1476
CABA,ASOCIACION DE LA IGLESIA EVANGELICA CRISTIANA INTERNACIONAL GRACIA Y GLORIA,1788
CABA,CARITAS BUENOS AIRES,1778
CABA,CASA DEL NIÑO PADRE JOSE KENTENICH - ASOCIACION CIVIL                                               ,1406
CABA,CENTRO COMUNITARIO LOS PIBES ASOCIACION CIVIL,3888
CABA,CENTRO COMUNITARIO Y SOCIAL COMEDOR Y MERENDERO JUNTOS SOMOS MAS - ASOCIACION CIVIL                 ,1523
CABA,CONFEDERACION ARGENTINA DE MUTUALIDADES,1992
CABA,DE LA NADA ASOCIACION CIVIL,3226
CABA,FEDERACION DE ASOCIACIONES DE CENTROS EDUCATIVOS PARA LA PROD. TOTAL (FACEPT),1592
CABA,FUNDACION BUENOS AIRES SIDA,3365
CABA,FUNDACION DEL VISO,1414
CABA,FUNDACION MYRAR (MIGRANTES REFUGIADOS EN ARGENTINA),2991
CABA,FUNDACION NUESTRA FAMILIA                                                                           ,1408
CABA,"FUNDACION SES (SUSTENTABILIDAD, EDUCACION, SOLIDARIDAD)",2786
CABA,INSTITUTO MARIA AUXILIADORA - ASOCIACION,1475
CABA,OBRA KOLPING ARGENTINA,1540
CABA,RED DE BARRIOS ASOCIACION CIVIL SAN ISIDRO,1390
CABA,TALLER DE OFICIOS COOPERATIVISMO Y CULTURA,1413
CABA,UNIVERSIDAD TECNOLOGICA NACIONAL,9466
CABA,ASOCIACION COOPERADORA DEL HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,4534
CABA,PARROQUIA NUESTRA SEÑORA DEL VALLE,4820
CABA,FUNDACION RUGBY AMISTAD,4557
CABA,FEDERACION ARGENTINA DE DEPORTES PARA PARALISIS CERECRAL (FADEPAC),4587
CABA,ABC LO CURA ASOCIACION CIVIL,4376
CABA,INSTITUTO MARIA AUXILIADORA,1475
CABA,ASOCIACION AMANECER GRUPO CASA TALLER,4475
CABA,FUNDACION HUESPED,4829
CABA,RESURGIR SOLIDARIO DE LOS JOVENES QUE TRABAJAN POR LOS EXCLUIDOS ASOCIACION CIVIL,4349
CABA,S.I.P.A.M. (SERVICIO INTERPARROQUIAL DE AYUDA MUTUA),5247
CABA,ASOCIACION CIVIL INSTITUTO DE CAPACITACION ASOCIACION PERSONAL AERONAUTICO (ICAPA),4548
CABA,FEDERACION ARGENTINA DE DEPORTES SOBRE SILLAS DE RUEDAS (F.A.D.E.S.I.R),4570
CABA,FEDERACION ARGENTINA DE PATO,5971
CABA,FUNDACION MADRES DE PLAZA DE MAYO,6911
CABA,ASOCIACION CIVIL PADRINOS DE ALUMNOS Y ESCUELAS RURALES,4559
CABA,INTERCAMBIOS ASOCIACION CIVIL,4470
CABA,ASOCIACION CIVIL ANTILCO,4941
CABA,FUNDACION MARISTA,4590
CABA,ASOCIACION CIVIL LA CASONA DE LOS BARRILETES,5005
CABA,FUNDACION EL MERCURIO DE LA SALUD,6170
CABA,ASOCIACION CIVIL ALAS HOGAR Y FAMILIA,4791
CABA,ASOCIACION CIVIL CENTRO CULTURAL LA GRIETA,4813
CABA,FUNDACION ARGENTINA DE AFASIA CHARLOTTE SCHWARZ,4591
CABA,HO.DI.F. ASOCIACION ARGENTINA PRO-HOGARES Y PROMOCION DEL DISCAPACITADO MONSEÑOR FRANCOIS,5800
CABA,ASOCIACION CIVIL SAN CRISTOBAL PARA TODOS,7193
CABA,COOPERATIVA DE TRABAJO PPR LIMITADA,4536
CABA,COMISION ARQUIDIOCESANA PARA LA PASTORAL DE LA NIÑEZ Y ADOLESCENCIA EN RIESGO,6209
CABA,PARROQUIA MADRE DE DIOS,7175
CABA,PARROQUIA SAN IGNACIO DE LOYOLA,6115
CABA,CONFEDERACION ARGENTINA DE HOCKEY SOBRE CESPED Y PISTA C.A.H.S.C.P.,7169
CABA,ASOCIACION CIVIL UNION DE USUARIOS Y CONSUMIDORES,4920
CABA,FEDERACION ARGENTINA DE ESQUI NAUTICO,5172
CABA,FEDERACION ARGENTINA DE KARATE,5824
CABA,FUNDACION ABRIENDO CAMINOS,5493
CABA,ASOCIACION MUJERES MERETRICES DE ARGENTINA,5152
CABA,ASOCIACION CIVIL POR LA IGUALDAD Y LA JUSTICIA,6253
CABA,PRO NIÑOS Y ADOLESCENTES TRABAJADORES PRONAT,5783
CABA,FUNDACION CLAUDIA THEVENET,7228
CABA,ASOCIACION CIVIL Y VECINAL EBEN EZER,5689
CABA,ASOCIACION DE SOCORROS MUTUOS FLOR DE LIZ,5782
CABA,FUNDACION ALBORADA PARA LA NIÑEZ DESPROTEGIDA,5915
CABA,EQUIPO DE GESTION ECONOMICA Y SOCIAL ASOCIACION CIVIL,4345
CABA,ASOCIACION CIVIL CIRCUITO CULTURAL BARRACAS,7214
CABA,ASOCIACION EVANGELICA SEMINARIO BIBLICO DE FE,7459
CABA,ASOCIACION CIVIL NUESTRO HOGAR,7263
CABA,FUNDACION MARZANO PEDRO ANTONIO,5967
CABA,ASOCIACION CIVIL INSTITUTO SILOE,7069
CABA,SINDICATO UNIFICADO DE TRABAJADORES DE LA EDUCACION DE BUENOS AIRES,7465
CABA,FUNDACION EL POBRE DE ASIS,6049
CABA,ASOCIACION FORO ECUMENICO SOCIAL,7192
CABA,COMITÉ OLIMPICO ARGENTINO ,4589
CABA,FUNDACION DE ASISTENCIA SOCIAL DEL HOSPITAL DE CLINICAS JOSE DE SAN MARTIN,6180
CABA,CASA DE ENCUENTRO MARTIN OSO CISNEROS ASOCIACION CIVIL,7842
CABA,ASOCIACION CIVIL FORGA,6255
CABA,FUNDACION ARMONIA,5246
CABA,ASOCIACION MUTUAL SENTIMIENTO,5934
CABA,ASOCIACION CIVIL DE VENDEDORES INDEPENDIENTES DE LA VIA PUBLICA DE LA REPUBLICA ARGENTINA,7686
CABA,ASOCIACION ARGENTINA DE TENIS,6048
CABA,FUNDACION ARGENTINA DE MUJERES VIVIENDO CON VIH SIDA,7466
CABA,FUNDACION NATALI DAFNE FLEXER,7944
CABA,OBRA DE LA SANTISIMA TRINIDAD,7068
CABA,ASOCIACION DE PADRES PASIONISTAS,7463
CABA,PARROQUIA SAN PEDRO GONZALEZ TELMO,6332
CABA,FUNDACION PAZ POR LA NO VIOLENCIA FAMILIAR,5803
CABA,FUNDACION PARA ESTUDIO E INVESTIGACION DE LA MUJER (FEIM),7644
CABA,FEDERACION ATLETICA MISIONERA,7194
CABA,FUNDACION AYUDA INTEGRAL AL MIASTENICO,6195
CABA,FUNDACION MULTIFAMILIAS,7268
CABA,FUNDACION AMBIENTE Y SOCIEDAD FAS,7947
CABA,FEDERACION ARGENTINA DE PENTATHLON Y BIATHLON,6747
CABA,FUNDACION PARA EL ESTUDIO DEL ASMA Y OTRAS ENFERMEDADES ALERGICAS (FUNDALER),7227
CABA,ASOCIACION MUTUAL CATALINAS SUR,6206
CABA,RED GRAFICA COOPERATIVA LIMITADA,7682
CABA,CAMINOS DE CONVIVENCIA PARA EL DIALOGO Y LA PAZ SOCIAL ASOCIACION CIVIL,6050
CABA,FUNDACION GRUPO EFECTO POSITIVO,8503
CABA,ASOCIACION CIVIL GRUPO DE ESCRITORES ARGENTINOS ANTONIO MULET G.E.A.A.M.,7252
CABA,ASOCIACION CIVIL HECHO-EMPRESA SOCIAL (HES),5927
CABA,COOPERATIVA DE TRABAJO LA CIUDAD LIMITADA,7954
CABA,ASOCIACION CIVIL NUEVOS VIENTOS PARA UNA MEJOR CALIDAD DE VIDA,7956
CABA,INSTITUCON SALESIANA,7950
CABA,FEDERACION ARGENTINA DE YACHTING,7952
CABA,ASOCIACION CIVIL AFRICA Y SU DIASPORA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,7876
CABA,ASOCIACION CIVIL JUVINTUD UNIDA DEL RAMON CARRILLO,8629
CABA,COOPERATIVA DE TRABAJO MENSACOOP LIMITADA,8664
CABA,CONFEDERACION ARGENTINA DE CESTOBALL (C.A.D.C.),7679
CABA,CONFEDERACION ARGENTINA DE BOCHAS,7295
CABA,FUNDACION CANCER (F.U.C.A.),7609
CABA,ASOCIACION CIVIL ORGANIZACIÓN DE NACIONES Y PUEBLOS INDIGENAS EN ARGENTINA (ONPIA),8845
CABA,FUNDACION ENCUENTRO IBEROAMERICANO,8847
CABA,COOPERATIVA DE TRABAJO LA NUEVA ESPERANZA LIMITADA,8998
CABA,ASOCIACION ESCUELAS SHOTOKAN DE KARATE,8997
CABA,CLUB SOCIAL CULTURAL Y DEPORTIVO LARRAZABAL,9005
CABA,UNION DE EMPLEADOS DE LA JUSTICIA DE LA NACION,9013
CABA,ASOCIACION CIVIL MEDICA Y ASISTENCIA SOCIAL A.M.A.S.,8877
CABA,CONFEDERACION GENERAL ECONOMICA DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y DEL CONURBANO BONAERENSE,9019
CABA,COOPERATIVA DE TRABAJO BUENOS AIRES UNA EMPRESA NACIONAL LIMITADA,9059
CABA,COOPERATIVA DE TRABAJO GASTRONOMICO EL GENERAL LIMITADA,9003
CABA,COOPERATIVA 22 DE MAYO DE TRABAJO LIMITADA,9129
CABA,FUNDACION SAGAI SOCIEDAD ARGENTINA DE GESTION DE ACTORES INTERPRETES,9131
CABA,RODOLFO WALSH CULTURA Y COMUNICACIÓN POPULAR ASOCIACION CIVIL,9160
CABA,ASOCIACION CIVIL CIUDAD LUZ ACCION SOLIDARIA,9163
CABA,ASOCIACION CIVIL COMPROMISO SOCIAL Y SOLIDARIO,9161
CABA,ASOCIACION MOVIMIENTO POLITICOS POR LA UNIDAD ARGENTINA (MPPU) ASOCIACION CIVIL,9187
CABA,FUNDACION X LA BOCA,9177
CABA,CONFEDERACION NACIONAL DE COOPERATIVAS DE TRABAJO LIMITADA,9153
CABA,ASOCIACION CIVIL UNIDAD LATINA DE ACCION COMUNITARIA,9149
CABA,ASOCIACION CIVIL C.I.C.O.P.S,9191
CABA,COOPERATIVA DE TRABAJO LA CACEROLA LIMITADA,9171
CABA,FUNDACION SANIDAD EJERCITO ARGENTINO,9201
CABA,COOPERATIVA DE TRABAJO MALAR LIMITADA,9147
CABA,"PROGRAMA PANAMERICANO DE DEFENSA Y DESARROLLO DE LA DIVERSIDAD BIOLOGICA, CULTURAL Y SOCIAL (PRODIVERSITAS ASOCIACION CIVIL)",9103
CABA,SOCIEDAD ARGENTINA DE LUCHA CONTRA EL SEDENTARISMO ASOCIACION CIVIL (SALCES),9226
CABA,FUNDACION FIPCA FUNDACION INTERACTIVA PARA PROMOVER LA CULTURA DEL AGUA,9340
CABA,INSTITUTO MOVILIZADOR DE FONDOS COOPERATIVOS COOPERATIVA LIMITADA,8910
CABA,ASOCIACION PARA EL FORTALECIMIENTO COMUNITARIO,9341
CABA,DEPORTIVO RIESTRA ASOCIACION DE FOMENTO BARRIO COLON,9372
CABA,COOPERATIVA DE TRABAJO RED DEL CAMPO LTT. LIMITADA,5823
CABA,ASOCIACION CIVIL PROYECTO R DISCAPACITADO Y RESILIENCIA,9356
CABA,FUNDACION DEBRA ARGENTINA POR LA EPIDERMOLISIS AMPOLLAR,9347
CABA,ASOCIACION APOYO INTEGRAL APIN,9442
CABA,ASOCIACION CIVIL PARADOS,9445
CABA,ASOCIACION CIVIL H.I.J.O.S.,9444
CABA,FEDERACION DE COOPERATIVAS DE TRABAJO LA NACIONAL LIMITADA,9423
CABA,CIRCULO POLICIA FEDERAL,9463
CABA,CECILIA BACCIGALUPPO FUNDACION DEPORTE PARA PERSONAS CON DISCAPACIDAD,9456
CABA,FUNDACION JUANITO,9474
CABA,FEDERACION ARGENTINA DE CICLISMO EN PISTA Y RUTA (FACPYR),9467
CABA,FEDERACION ARGENTINA DE TIRO,9477
CABA,FEDERACION ARGENTINA DE DEPORTES PARA PERSONAS CON DISCAPACIDAD MENTAL,9482
CABA,COOPERATIVA DE TRABAJO STANDARD MOTOR ARGENTINA LIMITADA,9462
CABA,FEDERACION ARGENTINA DE TRIATLON,9479
CABA,ASOCIACION CIVIL JESUS AMIGO,9503
CABA,ASOCIACION CIVIL ZAVALETEROS PARA LA INSERCION SOCIAL DE SECTORES DESFAVORECIDOS,9504
CABA,ASOCIACION MUTUAL HOMERO MANZI,9519
CABA,COOPERATIVA DE VIVIENDA DANA LIMITADA,9502
CABA,MILAGROS,9472
CABA,COOPERATIVA AGROPECUARIA FAZENDA ARGENTINA LIMITADA,9538
CABA,ASOCIACION ARGENTINA DE SQUASH RAKETS,9514
CABA,ASOCIACION ISRAELITA ARGENTINA TZEIRE AGUDATH JABAD,9511
